price,area,bedrooms,address,address_clean,street,street_for_geo,location,latitude,longitude
170.0,190,50.0,"Phố Yên Hoa,
                                    Phường Hồng Hà,
                                    Hà Nội","Phố Yên Hoa, Phường Hồng Hà, Hà Nội",Phố Yên Hoa,"Phố Yên Hoa, Việt Nam","Phố Yên Hoa, Yên Phụ, Phường Tây Hồ, Thành phố Hà Nội, 11214, Việt Nam",21.0510294,105.8383084
95.0,330,6.0,"Đường Lạc Long Quân,
                                    Phường Phú Thượng,
                                    Hà Nội","Đường Lạc Long Quân, Phường Phú Thượng, Hà Nội",Đường Lạc Long Quân,"Đường Lạc Long Quân, Việt Nam","Đường Lạc Long Quân, Khu vực 12, Trần Quang Diệu, Phường Quy Nhơn Bắc, Tỉnh Gia Lai, 55200, Việt Nam",13.7874638,109.1479799
165.0,175,50.0,"Đường Tô Ngọc Vân,
                                    Phường Tây Hồ,
                                    Hà Nội","Đường Tô Ngọc Vân, Phường Tây Hồ, Hà Nội",Đường Tô Ngọc Vân,"Đường Tô Ngọc Vân, Việt Nam","Đường Tô Ngọc Vân, Quảng Bá, Phường Tây Hồ, Thành phố Hà Nội, 11214, Việt Nam",21.0681841,105.8250768
39.0,138,2.0,"Đường Lạc Long Quân,
                                    Phường Tây Hồ,
                                    Hà Nội","Đường Lạc Long Quân, Phường Tây Hồ, Hà Nội",Đường Lạc Long Quân,"Đường Lạc Long Quân, Việt Nam","Đường Lạc Long Quân, Khu vực 12, Trần Quang Diệu, Phường Quy Nhơn Bắc, Tỉnh Gia Lai, 55200, Việt Nam",13.7874638,109.1479799
40.0,115,6.0,"Đường Quảng An,
                                    Phường Tây Hồ,
                                    Hà Nội","Đường Quảng An, Phường Tây Hồ, Hà Nội",Đường Quảng An,"Đường Quảng An, Việt Nam","Bảo tàng Văn học Việt Nam, Ngõ 275 Đường Âu Cơ, Quảng Bá, Phường Tây Hồ, Thành phố Hà Nội, 11214, Việt Nam",21.0706432,105.8244956
38.0,100,6.0,"Đường Lạc Long Quân,
                                    Phường Phú Thượng,
                                    Hà Nội","Đường Lạc Long Quân, Phường Phú Thượng, Hà Nội",Đường Lạc Long Quân,"Đường Lạc Long Quân, Việt Nam","Đường Lạc Long Quân, Khu vực 12, Trần Quang Diệu, Phường Quy Nhơn Bắc, Tỉnh Gia Lai, 55200, Việt Nam",13.7874638,109.1479799
11.0,46,4.0,"Đường Hoàng Hoa Thám,
                                    Phường Tây Hồ,
                                    Hà Nội","Đường Hoàng Hoa Thám, Phường Tây Hồ, Hà Nội",Đường Hoàng Hoa Thám,"Đường Hoàng Hoa Thám, Việt Nam","Đường Hoàng Hoa Thám, Cống Yên, Phường Ngọc Hà, Thành phố Hà Nội, 11119, Việt Nam",21.0471077,105.8088299
14.0,40,4.0,"Đường Xuân La,
                                    Phường Tây Hồ,
                                    Hà Nội","Đường Xuân La, Phường Tây Hồ, Hà Nội",Đường Xuân La,"Đường Xuân La, Việt Nam","Đường Xuân La, Quan La Sở, Phường Tây Hồ, Thành phố Hà Nội, 11214, Việt Nam",21.0643381,105.8062335
14.0,51,6.0,"Phố Võng Thị,
                                    Phường Tây Hồ,
                                    Hà Nội","Phố Võng Thị, Phường Tây Hồ, Hà Nội",Phố Võng Thị,"Phố Võng Thị, Việt Nam","Phố Võng Thị, Võng Thị, Kẻ Bưởi, Phường Tây Hồ, Thành phố Hà Nội, 11214, Việt Nam",21.051417,105.8110208
13.0,45,6.0,"Đường Thụy Khuê,
                                    Phường Tây Hồ,
                                    Hà Nội","Đường Thụy Khuê, Phường Tây Hồ, Hà Nội",Đường Thụy Khuê,"Đường Thụy Khuê, Việt Nam","Đường Thụy Khuê, Thụy Khuê, Kẻ Bưởi, Phường Tây Hồ, Thành phố Hà Nội, 11214, Việt Nam",21.0433688,105.8177817
24.0,81,6.0,"Đường Xuân La,
                                    Phường Tây Hồ,
                                    Hà Nội","Đường Xuân La, Phường Tây Hồ, Hà Nội",Đường Xuân La,"Đường Xuân La, Việt Nam","Đường Xuân La, Quan La Sở, Phường Tây Hồ, Thành phố Hà Nội, 11214, Việt Nam",21.0643381,105.8062335
18.0,70,22.0,"Đường Lạc Long Quân,
                                    Phường Hồng Hà,
                                    Hà Nội","Đường Lạc Long Quân, Phường Hồng Hà, Hà Nội",Đường Lạc Long Quân,"Đường Lạc Long Quân, Việt Nam","Đường Lạc Long Quân, Khu vực 12, Trần Quang Diệu, Phường Quy Nhơn Bắc, Tỉnh Gia Lai, 55200, Việt Nam",13.7874638,109.1479799
13.0,45,3.0,"Đường Xuân La,
                                    Phường Tây Hồ,
                                    Hà Nội","Đường Xuân La, Phường Tây Hồ, Hà Nội",Đường Xuân La,"Đường Xuân La, Việt Nam","Đường Xuân La, Quan La Sở, Phường Tây Hồ, Thành phố Hà Nội, 11214, Việt Nam",21.0643381,105.8062335
126.8,345,6.0,"Đường Thụy Khuê,
                                    Phường Tây Hồ,
                                    Hà Nội","Đường Thụy Khuê, Phường Tây Hồ, Hà Nội",Đường Thụy Khuê,"Đường Thụy Khuê, Việt Nam","Đường Thụy Khuê, Thụy Khuê, Kẻ Bưởi, Phường Tây Hồ, Thành phố Hà Nội, 11214, Việt Nam",21.0433688,105.8177817
190.0,341,4.0,"Đường Quảng An,
                                    Phường Tây Hồ,
                                    Hà Nội","Đường Quảng An, Phường Tây Hồ, Hà Nội",Đường Quảng An,"Đường Quảng An, Việt Nam","Bảo tàng Văn học Việt Nam, Ngõ 275 Đường Âu Cơ, Quảng Bá, Phường Tây Hồ, Thành phố Hà Nội, 11214, Việt Nam",21.0706432,105.8244956
95.0,88,5.0,"Phố Quảng Khánh,
                                    Phường Tây Hồ,
                                    Hà Nội","Phố Quảng Khánh, Phường Tây Hồ, Hà Nội",Phố Quảng Khánh,"Phố Quảng Khánh, Việt Nam","Phố Quảng Khánh, Quảng Bá, Kẻ Bưởi, Phường Tây Hồ, Thành phố Hà Nội, 11214, Việt Nam",21.0601562,105.8184908
,150,7.0,"Đường Võ Chí Công,
                                    Phường Phú Thượng,
                                    Hà Nội","Đường Võ Chí Công, Phường Phú Thượng, Hà Nội",Đường Võ Chí Công,"Đường Võ Chí Công, Việt Nam","Đường Võ Chí Công, Phường Hội An Đông, Thành phố Đà Nẵng, 51313, Việt Nam",15.8847454,108.3698181
,87,2.0,"Đường Võ Chí Công,
                                    Phường Phú Thượng,
                                    Hà Nội","Đường Võ Chí Công, Phường Phú Thượng, Hà Nội",Đường Võ Chí Công,"Đường Võ Chí Công, Việt Nam","Đường Võ Chí Công, Phường Hội An Đông, Thành phố Đà Nẵng, 51313, Việt Nam",15.8847454,108.3698181
,76,1.0,"Đường Lạc Long Quân,
                                    Phường Phú Thượng,
                                    Hà Nội","Đường Lạc Long Quân, Phường Phú Thượng, Hà Nội",Đường Lạc Long Quân,"Đường Lạc Long Quân, Việt Nam","Đường Lạc Long Quân, Khu vực 12, Trần Quang Diệu, Phường Quy Nhơn Bắc, Tỉnh Gia Lai, 55200, Việt Nam",13.7874638,109.1479799
22.5,110,3.0,"Đường Võ Chí Công,
                                    Phường Phú Thượng,
                                    Hà Nội","Đường Võ Chí Công, Phường Phú Thượng, Hà Nội",Đường Võ Chí Công,"Đường Võ Chí Công, Việt Nam","Đường Võ Chí Công, Phường Hội An Đông, Thành phố Đà Nẵng, 51313, Việt Nam",15.8847454,108.3698181
21.0,210,4.0,"Đường Võ Chí Công,
                                    Phường Phú Thượng,
                                    Hà Nội","Đường Võ Chí Công, Phường Phú Thượng, Hà Nội",Đường Võ Chí Công,"Đường Võ Chí Công, Việt Nam","Đường Võ Chí Công, Phường Hội An Đông, Thành phố Đà Nẵng, 51313, Việt Nam",15.8847454,108.3698181
57.0,207,5.0,",
                                    Phường Tây Hồ,
                                    Hà Nội",", Phường Tây Hồ, Hà Nội",,", Việt Nam",Việt Nam,15.9266657,107.9650855
,137,3.0,"Đường Xuân Diệu,
                                    Phường Tây Hồ,
                                    Hà Nội","Đường Xuân Diệu, Phường Tây Hồ, Hà Nội",Đường Xuân Diệu,"Đường Xuân Diệu, Việt Nam","Đường Xuân Diệu, Nghi Tàm, Phường Tây Hồ, Thành phố Hà Nội, 11214, Việt Nam",21.0618872,105.8306459
,158,3.0,"Đường Lạc Long Quân,
                                    Phường Phú Thượng,
                                    Hà Nội","Đường Lạc Long Quân, Phường Phú Thượng, Hà Nội",Đường Lạc Long Quân,"Đường Lạc Long Quân, Việt Nam","Đường Lạc Long Quân, Khu vực 12, Trần Quang Diệu, Phường Quy Nhơn Bắc, Tỉnh Gia Lai, 55200, Việt Nam",13.7874638,109.1479799
16.9,89,2.0,"Đường Võ Chí Công,
                                    Phường Phú Thượng,
                                    Hà Nội","Đường Võ Chí Công, Phường Phú Thượng, Hà Nội",Đường Võ Chí Công,"Đường Võ Chí Công, Việt Nam","Đường Võ Chí Công, Phường Hội An Đông, Thành phố Đà Nẵng, 51313, Việt Nam",15.8847454,108.3698181
7.35,90,3.0,"Đường Thượng Thụy,
                                    Phường Phú Thượng,
                                    Hà Nội","Đường Thượng Thụy, Phường Phú Thượng, Hà Nội",Đường Thượng Thụy,"Đường Thượng Thụy, Việt Nam","Công ty Cổ phần Thương mại Dịch vụ Kadoki Việt Nam, Đường An Dương Vương, Liên Phượng, Phường Phú Thượng, Võng La, Thành phố Hà Nội, 11210, Việt Nam",21.0874318,105.8161173
125.0,480,5.0,"Đường Tây Hồ,
                                    Phường Tây Hồ,
                                    Hà Nội","Đường Tây Hồ, Phường Tây Hồ, Hà Nội",Đường Tây Hồ,"Đường Tây Hồ, Việt Nam","Đường Tây Hồ, Quảng Bá, Phường Tây Hồ, Thành phố Hà Nội, 11214, Việt Nam",21.0651045,105.8240118
223.0,286,8.0,"Đường Lạc Long Quân,
                                    Phường Phú Thượng,
                                    Hà Nội","Đường Lạc Long Quân, Phường Phú Thượng, Hà Nội",Đường Lạc Long Quân,"Đường Lạc Long Quân, Việt Nam","Đường Lạc Long Quân, Khu vực 12, Trần Quang Diệu, Phường Quy Nhơn Bắc, Tỉnh Gia Lai, 55200, Việt Nam",13.7874638,109.1479799
60.0,230,6.0,"Đường Nguyễn Hoàng Tôn,
                                    Phường Phú Thượng,
                                    Hà Nội","Đường Nguyễn Hoàng Tôn, Phường Phú Thượng, Hà Nội",Đường Nguyễn Hoàng Tôn,"Đường Nguyễn Hoàng Tôn, Việt Nam","Đường Nguyễn Hoàng Tôn, Cáo Đỉnh, Kẻ Giàn, Xuân Đỉnh, Phường Xuân Đỉnh, Thành phố Hà Nội, 10264, Việt Nam",21.0761887,105.7938857
64.0,180,3.0,"Đường Nguyễn Hoàng Tôn,
                                    Phường Phú Thượng,
                                    Hà Nội","Đường Nguyễn Hoàng Tôn, Phường Phú Thượng, Hà Nội",Đường Nguyễn Hoàng Tôn,"Đường Nguyễn Hoàng Tôn, Việt Nam","Đường Nguyễn Hoàng Tôn, Cáo Đỉnh, Kẻ Giàn, Xuân Đỉnh, Phường Xuân Đỉnh, Thành phố Hà Nội, 10264, Việt Nam",21.0761887,105.7938857
88.0,576,5.0,"Đường Tây Hồ,
                                    Phường Tây Hồ,
                                    Hà Nội","Đường Tây Hồ, Phường Tây Hồ, Hà Nội",Đường Tây Hồ,"Đường Tây Hồ, Việt Nam","Đường Tây Hồ, Quảng Bá, Phường Tây Hồ, Thành phố Hà Nội, 11214, Việt Nam",21.0651045,105.8240118
889.0,1263,32.0,"Đường Quảng An,
                                    Phường Tây Hồ,
                                    Hà Nội","Đường Quảng An, Phường Tây Hồ, Hà Nội",Đường Quảng An,"Đường Quảng An, Việt Nam","Bảo tàng Văn học Việt Nam, Ngõ 275 Đường Âu Cơ, Quảng Bá, Phường Tây Hồ, Thành phố Hà Nội, 11214, Việt Nam",21.0706432,105.8244956
15.6,52,4.0,"Đường Phú Thượng,
                                    Phường Phú Thượng,
                                    Hà Nội","Đường Phú Thượng, Phường Phú Thượng, Hà Nội",Đường Phú Thượng,"Đường Phú Thượng, Việt Nam","Công ty Advanex Việt Nam, 18, Đường 11, Khu công nghiệp VSIP Bắc Ninh, Đại Thượng, Thôn Giáo, Xã Đại Đồng, Tỉnh Bắc Ninh, 16300, Việt Nam",21.0827313,105.9884226
110.0,150,18.0,"Đường Tô Ngọc Vân,
                                    Phường Tây Hồ,
                                    Hà Nội","Đường Tô Ngọc Vân, Phường Tây Hồ, Hà Nội",Đường Tô Ngọc Vân,"Đường Tô Ngọc Vân, Việt Nam","Đường Tô Ngọc Vân, Quảng Bá, Phường Tây Hồ, Thành phố Hà Nội, 11214, Việt Nam",21.0681841,105.8250768
170.0,220,10.0,"Đường Từ Hoa,
                                    Phường Tây Hồ,
                                    Hà Nội","Đường Từ Hoa, Phường Tây Hồ, Hà Nội",Đường Từ Hoa,"Đường Từ Hoa, Việt Nam","Công Ty Giày Vĩnh Nghĩa, Thửa đất 1693, tờ bản đồ 32, Đường số 3 VSIP II, Hòa Phú 1, Phường Bình Dương, Bến Cát, Thành phố Hồ Chí Minh, 75900, Việt Nam",11.0781002,106.6675554
50.4,240,3.0,"Đường Phú Thượng,
                                    Phường Phú Thượng,
                                    Hà Nội","Đường Phú Thượng, Phường Phú Thượng, Hà Nội",Đường Phú Thượng,"Đường Phú Thượng, Việt Nam","Công ty Advanex Việt Nam, 18, Đường 11, Khu công nghiệp VSIP Bắc Ninh, Đại Thượng, Thôn Giáo, Xã Đại Đồng, Tỉnh Bắc Ninh, 16300, Việt Nam",21.0827313,105.9884226
250.0,479,10.0,"Đường Âu Cơ,
                                    Phường Tây Hồ,
                                    Hà Nội","Đường Âu Cơ, Phường Tây Hồ, Hà Nội",Đường Âu Cơ,"Đường Âu Cơ, Việt Nam","Đường Âu Cơ, Nghi Tàm, Phường Hồng Hà, Thành phố Hà Nội, 11025, Việt Nam",21.0600684,105.8336533
305.0,242,30.0,"Đường Xuân Diệu,
                                    Phường Tây Hồ,
                                    Hà Nội","Đường Xuân Diệu, Phường Tây Hồ, Hà Nội",Đường Xuân Diệu,"Đường Xuân Diệu, Việt Nam","Đường Xuân Diệu, Nghi Tàm, Phường Tây Hồ, Thành phố Hà Nội, 11214, Việt Nam",21.0618872,105.8306459
25.8,85,12.0,"Đường Hồ Tây,
                                    Phường Tây Hồ,
                                    Hà Nội","Đường Hồ Tây, Phường Tây Hồ, Hà Nội",Đường Hồ Tây,"Đường Hồ Tây, Việt Nam","Agribank, Đường Lạc Long Quân, Trích Sài, Kẻ Bưởi, Phường Tây Hồ, Thành phố Hà Nội, 11214, Việt Nam",21.0515717,105.8085966
35.0,80,31.0,"Đường Xuân La,
                                    Phường Tây Hồ,
                                    Hà Nội","Đường Xuân La, Phường Tây Hồ, Hà Nội",Đường Xuân La,"Đường Xuân La, Việt Nam","Đường Xuân La, Quan La Sở, Phường Tây Hồ, Thành phố Hà Nội, 11214, Việt Nam",21.0643381,105.8062335
58.0,272,,"Phố Trịnh Công Sơn,
                                    Phường Hồng Hà,
                                    Hà Nội","Phố Trịnh Công Sơn, Phường Hồng Hà, Hà Nội",Phố Trịnh Công Sơn,"Phố Trịnh Công Sơn, Việt Nam","Phố Trịnh Công Sơn, Nhật Tân, Phường Tây Hồ, Thành phố Hà Nội, 11214, Việt Nam",21.0774153,105.8173506
89.0,120,,"Phố Trịnh Công Sơn,
                                    Phường Hồng Hà,
                                    Hà Nội","Phố Trịnh Công Sơn, Phường Hồng Hà, Hà Nội",Phố Trịnh Công Sơn,"Phố Trịnh Công Sơn, Việt Nam","Phố Trịnh Công Sơn, Nhật Tân, Phường Tây Hồ, Thành phố Hà Nội, 11214, Việt Nam",21.0774153,105.8173506
75.0,192,24.0,"Đường Tây Hồ,
                                    Phường Tây Hồ,
                                    Hà Nội","Đường Tây Hồ, Phường Tây Hồ, Hà Nội",Đường Tây Hồ,"Đường Tây Hồ, Việt Nam","Đường Tây Hồ, Quảng Bá, Phường Tây Hồ, Thành phố Hà Nội, 11214, Việt Nam",21.0651045,105.8240118
15.0,48,6.0,"Đường Thụy Khuê,
                                    Phường Tây Hồ,
                                    Hà Nội","Đường Thụy Khuê, Phường Tây Hồ, Hà Nội",Đường Thụy Khuê,"Đường Thụy Khuê, Việt Nam","Đường Thụy Khuê, Thụy Khuê, Kẻ Bưởi, Phường Tây Hồ, Thành phố Hà Nội, 11214, Việt Nam",21.0433688,105.8177817
17.0,55,4.0,"Đường Võ Chí Công,
                                    Phường Tây Hồ,
                                    Hà Nội","Đường Võ Chí Công, Phường Tây Hồ, Hà Nội",Đường Võ Chí Công,"Đường Võ Chí Công, Việt Nam","Đường Võ Chí Công, Phường Hội An Đông, Thành phố Đà Nẵng, 51313, Việt Nam",15.8847454,108.3698181
12.0,64,4.0,"Đường Võ Chí Công,
                                    Phường Tây Hồ,
                                    Hà Nội","Đường Võ Chí Công, Phường Tây Hồ, Hà Nội",Đường Võ Chí Công,"Đường Võ Chí Công, Việt Nam","Đường Võ Chí Công, Phường Hội An Đông, Thành phố Đà Nẵng, 51313, Việt Nam",15.8847454,108.3698181
12.0,36,3.0,"Phố Võng Thị,
                                    Phường Tây Hồ,
                                    Hà Nội","Phố Võng Thị, Phường Tây Hồ, Hà Nội",Phố Võng Thị,"Phố Võng Thị, Việt Nam","Phố Võng Thị, Võng Thị, Kẻ Bưởi, Phường Tây Hồ, Thành phố Hà Nội, 11214, Việt Nam",21.051417,105.8110208
20.0,60,2.0,"Đường Thụy Khuê,
                                    Phường Tây Hồ,
                                    Hà Nội","Đường Thụy Khuê, Phường Tây Hồ, Hà Nội",Đường Thụy Khuê,"Đường Thụy Khuê, Việt Nam","Đường Thụy Khuê, Thụy Khuê, Kẻ Bưởi, Phường Tây Hồ, Thành phố Hà Nội, 11214, Việt Nam",21.0433688,105.8177817
23.0,75,5.0,"Đường Vệ Hồ,
                                    Phường Tây Hồ,
                                    Hà Nội","Đường Vệ Hồ, Phường Tây Hồ, Hà Nội",Đường Vệ Hồ,"Đường Vệ Hồ, Việt Nam","Ngân hàng Phát triển Việt Nam, 2, Đường Nguyễn Đăng Đạo, Tiền An 1, Phường Kinh Bắc, Tỉnh Bắc Ninh, Việt Nam",21.1844204,106.0678927
20.0,100,4.0,"Đường Âu Cơ,
                                    Phường Hồng Hà,
                                    Hà Nội","Đường Âu Cơ, Phường Hồng Hà, Hà Nội",Đường Âu Cơ,"Đường Âu Cơ, Việt Nam","Đường Âu Cơ, Nghi Tàm, Phường Hồng Hà, Thành phố Hà Nội, 11025, Việt Nam",21.0600684,105.8336533
12.0,45,,"Đường Võ Chí Công,
                                    Phường Tây Hồ,
                                    Hà Nội","Đường Võ Chí Công, Phường Tây Hồ, Hà Nội",Đường Võ Chí Công,"Đường Võ Chí Công, Việt Nam","Đường Võ Chí Công, Phường Hội An Đông, Thành phố Đà Nẵng, 51313, Việt Nam",15.8847454,108.3698181
93.0,352,6.0,"Đường Lạc Long Quân,
                                    Phường Phú Thượng,
                                    Hà Nội","Đường Lạc Long Quân, Phường Phú Thượng, Hà Nội",Đường Lạc Long Quân,"Đường Lạc Long Quân, Việt Nam","Đường Lạc Long Quân, Khu vực 12, Trần Quang Diệu, Phường Quy Nhơn Bắc, Tỉnh Gia Lai, 55200, Việt Nam",13.7874638,109.1479799
209.0,260,45.0,"Phố Yên Hoa,
                                    Phường Tây Hồ,
                                    Hà Nội","Phố Yên Hoa, Phường Tây Hồ, Hà Nội",Phố Yên Hoa,"Phố Yên Hoa, Việt Nam","Phố Yên Hoa, Yên Phụ, Phường Tây Hồ, Thành phố Hà Nội, 11214, Việt Nam",21.0510294,105.8383084
320.0,640,160.0,"Đường Tô Ngọc Vân,
                                    Phường Tây Hồ,
                                    Hà Nội","Đường Tô Ngọc Vân, Phường Tây Hồ, Hà Nội",Đường Tô Ngọc Vân,"Đường Tô Ngọc Vân, Việt Nam","Đường Tô Ngọc Vân, Quảng Bá, Phường Tây Hồ, Thành phố Hà Nội, 11214, Việt Nam",21.0681841,105.8250768
12.6,90,1.0,"Đường Âu Cơ,
                                    Phường Hồng Hà,
                                    Hà Nội","Đường Âu Cơ, Phường Hồng Hà, Hà Nội",Đường Âu Cơ,"Đường Âu Cơ, Việt Nam","Đường Âu Cơ, Nghi Tàm, Phường Hồng Hà, Thành phố Hà Nội, 11025, Việt Nam",21.0600684,105.8336533
8.2,43,,"Đường Võ Chí Công,
                                    Phường Tây Hồ,
                                    Hà Nội","Đường Võ Chí Công, Phường Tây Hồ, Hà Nội",Đường Võ Chí Công,"Đường Võ Chí Công, Việt Nam","Đường Võ Chí Công, Phường Hội An Đông, Thành phố Đà Nẵng, 51313, Việt Nam",15.8847454,108.3698181
6.3,32,1.0,"Đường Phú Thượng,
                                    Phường Phú Thượng,
                                    Hà Nội","Đường Phú Thượng, Phường Phú Thượng, Hà Nội",Đường Phú Thượng,"Đường Phú Thượng, Việt Nam","Công ty Advanex Việt Nam, 18, Đường 11, Khu công nghiệp VSIP Bắc Ninh, Đại Thượng, Thôn Giáo, Xã Đại Đồng, Tỉnh Bắc Ninh, 16300, Việt Nam",21.0827313,105.9884226
11.0,60,1.0,"Đường An Dương Vương,
                                    Phường Phú Thượng,
                                    Hà Nội","Đường An Dương Vương, Phường Phú Thượng, Hà Nội",Đường An Dương Vương,"Đường An Dương Vương, Việt Nam","Đường An Dương Vương, Nhật Tảo, Phường Phú Thượng, Võng La, Thành phố Hà Nội, 11210, Việt Nam",21.0905423,105.7890978
13.0,60,,"Đường An Dương Vương,
                                    Phường Phú Thượng,
                                    Hà Nội","Đường An Dương Vương, Phường Phú Thượng, Hà Nội",Đường An Dương Vương,"Đường An Dương Vương, Việt Nam","Đường An Dương Vương, Nhật Tảo, Phường Phú Thượng, Võng La, Thành phố Hà Nội, 11210, Việt Nam",21.0905423,105.7890978
8.3,123,3.0,"Đường An Dương Vương,
                                    Phường Phú Thượng,
                                    Hà Nội","Đường An Dương Vương, Phường Phú Thượng, Hà Nội",Đường An Dương Vương,"Đường An Dương Vương, Việt Nam","Đường An Dương Vương, Nhật Tảo, Phường Phú Thượng, Võng La, Thành phố Hà Nội, 11210, Việt Nam",21.0905423,105.7890978
8.25,130,3.0,"Đường An Dương Vương,
                                    Phường Phú Thượng,
                                    Hà Nội","Đường An Dương Vương, Phường Phú Thượng, Hà Nội",Đường An Dương Vương,"Đường An Dương Vương, Việt Nam","Đường An Dương Vương, Nhật Tảo, Phường Phú Thượng, Võng La, Thành phố Hà Nội, 11210, Việt Nam",21.0905423,105.7890978
7.6,43,4.0,"Đường Võ Chí Công,
                                    Phường Tây Hồ,
                                    Hà Nội","Đường Võ Chí Công, Phường Tây Hồ, Hà Nội",Đường Võ Chí Công,"Đường Võ Chí Công, Việt Nam","Đường Võ Chí Công, Phường Hội An Đông, Thành phố Đà Nẵng, 51313, Việt Nam",15.8847454,108.3698181
10.4,43,5.0,"Đường An Dương Vương,
                                    Phường Phú Thượng,
                                    Hà Nội","Đường An Dương Vương, Phường Phú Thượng, Hà Nội",Đường An Dương Vương,"Đường An Dương Vương, Việt Nam","Đường An Dương Vương, Nhật Tảo, Phường Phú Thượng, Võng La, Thành phố Hà Nội, 11210, Việt Nam",21.0905423,105.7890978
7.1,36,1.0,"Đường An Dương Vương,
                                    Phường Phú Thượng,
                                    Hà Nội","Đường An Dương Vương, Phường Phú Thượng, Hà Nội",Đường An Dương Vương,"Đường An Dương Vương, Việt Nam","Đường An Dương Vương, Nhật Tảo, Phường Phú Thượng, Võng La, Thành phố Hà Nội, 11210, Việt Nam",21.0905423,105.7890978
10.45,40,5.0,"Đường An Dương Vương,
                                    Phường Phú Thượng,
                                    Hà Nội","Đường An Dương Vương, Phường Phú Thượng, Hà Nội",Đường An Dương Vương,"Đường An Dương Vương, Việt Nam","Đường An Dương Vương, Nhật Tảo, Phường Phú Thượng, Võng La, Thành phố Hà Nội, 11210, Việt Nam",21.0905423,105.7890978
10.85,60,4.0,"Đường Xuân Đỉnh,
                                    Phường Tây Hồ,
                                    Hà Nội","Đường Xuân Đỉnh, Phường Tây Hồ, Hà Nội",Đường Xuân Đỉnh,"Đường Xuân Đỉnh, Việt Nam","Đường Xuân Đỉnh, Trung Khu, Kẻ Giàn, Xuân Đỉnh, Phường Xuân Đỉnh, Thành phố Hà Nội, 10264, Việt Nam",21.0712932,105.7992077
12.0,75,4.0,"Đường An Dương Vương,
                                    Phường Phú Thượng,
                                    Hà Nội","Đường An Dương Vương, Phường Phú Thượng, Hà Nội",Đường An Dương Vương,"Đường An Dương Vương, Việt Nam","Đường An Dương Vương, Nhật Tảo, Phường Phú Thượng, Võng La, Thành phố Hà Nội, 11210, Việt Nam",21.0905423,105.7890978
12.2,75,4.0,"Đường Phú Xá,
                                    Phường Phú Thượng,
                                    Hà Nội","Đường Phú Xá, Phường Phú Thượng, Hà Nội",Đường Phú Xá,"Đường Phú Xá, Việt Nam","Đường Phú Xá, Phú Xá, Phường Tích Lương, Tỉnh Thái Nguyên, Việt Nam",21.5540755,105.8520169
10.6,45,5.0,"Đường An Dương Vương,
                                    Phường Phú Thượng,
                                    Hà Nội","Đường An Dương Vương, Phường Phú Thượng, Hà Nội",Đường An Dương Vương,"Đường An Dương Vương, Việt Nam","Đường An Dương Vương, Nhật Tảo, Phường Phú Thượng, Võng La, Thành phố Hà Nội, 11210, Việt Nam",21.0905423,105.7890978
10.5,45,5.0,"Đường An Dương Vương,
                                    Phường Phú Thượng,
                                    Hà Nội","Đường An Dương Vương, Phường Phú Thượng, Hà Nội",Đường An Dương Vương,"Đường An Dương Vương, Việt Nam","Đường An Dương Vương, Nhật Tảo, Phường Phú Thượng, Võng La, Thành phố Hà Nội, 11210, Việt Nam",21.0905423,105.7890978
7.85,29,5.0,"Đường Lạc Long Quân,
                                    Phường Tây Hồ,
                                    Hà Nội","Đường Lạc Long Quân, Phường Tây Hồ, Hà Nội",Đường Lạc Long Quân,"Đường Lạc Long Quân, Việt Nam","Đường Lạc Long Quân, Khu vực 12, Trần Quang Diệu, Phường Quy Nhơn Bắc, Tỉnh Gia Lai, 55200, Việt Nam",13.7874638,109.1479799
7.95,45,3.0,"Đường An Dương Vương,
                                    Phường Phú Thượng,
                                    Hà Nội","Đường An Dương Vương, Phường Phú Thượng, Hà Nội",Đường An Dương Vương,"Đường An Dương Vương, Việt Nam","Đường An Dương Vương, Nhật Tảo, Phường Phú Thượng, Võng La, Thành phố Hà Nội, 11210, Việt Nam",21.0905423,105.7890978
7.45,48,4.0,"Đường Phú Xá,
                                    Phường Phú Thượng,
                                    Hà Nội","Đường Phú Xá, Phường Phú Thượng, Hà Nội",Đường Phú Xá,"Đường Phú Xá, Việt Nam","Đường Phú Xá, Phú Xá, Phường Tích Lương, Tỉnh Thái Nguyên, Việt Nam",21.5540755,105.8520169
7.55,48,3.0,"Đường An Dương Vương,
                                    Phường Phú Thượng,
                                    Hà Nội","Đường An Dương Vương, Phường Phú Thượng, Hà Nội",Đường An Dương Vương,"Đường An Dương Vương, Việt Nam","Đường An Dương Vương, Nhật Tảo, Phường Phú Thượng, Võng La, Thành phố Hà Nội, 11210, Việt Nam",21.0905423,105.7890978
10.0,40,4.0,"Đường Thượng Thụy,
                                    Phường Phú Thượng,
                                    Hà Nội","Đường Thượng Thụy, Phường Phú Thượng, Hà Nội",Đường Thượng Thụy,"Đường Thượng Thụy, Việt Nam","Công ty Cổ phần Thương mại Dịch vụ Kadoki Việt Nam, Đường An Dương Vương, Liên Phượng, Phường Phú Thượng, Võng La, Thành phố Hà Nội, 11210, Việt Nam",21.0874318,105.8161173
