,price,area,bedrooms,latitude,longitude
590,12.3,65,14.0,21.0827238,105.7335641
591,11.5,55,2.0,21.0931473,105.7733983
592,10.8,40,7.0,21.0931473,105.7733983
593,10.8,40,7.0,21.0931473,105.7733983
594,11.3,40,9.0,21.0742149,105.7754553
595,11.8,65,9.0,21.0669503,105.7791
597,12.7,60,13.0,21.0684488,105.7398553
598,10.5,65,4.0,21.0931473,105.7733983
599,14.5,50,17.0,21.1468868,105.8150771
600,12.0,50,10.0,21.0474387,105.7633714
601,9.0,36,7.0,21.0520091,105.7362606
602,12.0,40,9.0,21.0669503,105.7791
603,13.2,70,2.0,21.0718111,105.7900863
604,12.0,65,2.0,21.0525577,105.7854422
605,19.5,60,6.0,21.0718111,105.7900863
606,15.6,60,18.0,21.0502392,105.7526914
607,10.9,50,4.0,21.0669503,105.7791
608,14.2,50,14.0,21.0502392,105.7526914
609,7.9,30,3.0,21.0718111,105.7900863
610,7.0,32,2.0,21.0718111,105.7900863
611,11.3,40,9.0,21.0742149,105.7754553
612,8.6,45,4.0,21.0877222,105.7854689
613,12.0,55,4.0,21.0289957,105.7566889
614,11.9,85,3.0,21.0718111,105.7900863
615,9.0,31,3.0,21.0718111,105.7900863
616,12.0,55,3.0,21.0718111,105.7900863
617,9.2,70,4.0,21.0372649,105.7760404
618,10.7,45,2.0,21.0474387,105.7633714
619,8.8,55,10.0,21.0926799,105.781169
620,11.7,50,10.0,21.1468868,105.8150771
621,9.2,46,11.0,21.0520091,105.7362606
622,13.6,45,4.0,21.0718111,105.7900863
623,11.2,40,3.0,21.0520091,105.7362606
624,11.7,55,4.0,21.0289957,105.7566889
625,48.75,125,2.0,21.0372649,105.7760404
626,14.3,50,15.0,21.0718111,105.7900863
627,11.8,50,10.0,21.0598122,105.7455082
628,13.2,45,3.0,21.0474387,105.7633714
629,11.8,61,4.0,21.0033519,105.9332372
630,15.2,56,5.0,21.0474387,105.7633714
631,22.4,100,3.0,21.0502392,105.7526914
632,19.0,92,7.0,21.0718111,105.7900863
633,21.0,80,11.0,21.0718111,105.7900863
634,22.0,60,6.0,21.0718111,105.7900863
635,20.0,70,4.0,21.0718111,105.7900863
636,20.0,65,5.0,21.0622561,105.7841145
637,16.0,70,5.0,21.0718111,105.7900863
638,22.0,84,3.0,21.0718111,105.7900863
639,50.0,140,4.0,21.0718111,105.7900863
640,12.0,36,4.0,21.0718111,105.7900863
641,42.0,200,5.0,21.0718111,105.7900863
642,25.5,85,3.0,21.0718111,105.7900863
643,40.0,120,4.0,21.0718111,105.7900863
644,39.5,115,3.0,21.0718111,105.7900863
645,27.0,85,3.0,21.0718111,105.7900863
646,35.0,130,4.0,21.0718111,105.7900863
647,19.0,100,3.0,21.0718111,105.7900863
648,36.0,120,3.0,21.0718111,105.7900863
649,13.0,80,6.0,21.0718111,105.7900863
650,36.0,120,6.0,21.0718111,105.7900863
651,70.5,207,4.0,21.0622561,105.7841145
652,47.0,144,4.0,21.0502392,105.7526914
653,93.8,288,5.0,21.0502392,105.7526914
654,73.0,152,4.0,21.0502392,105.7526914
655,38.9,100,18.0,21.0622561,105.7841145
656,39.5,100,4.0,21.0372649,105.7760404
657,33.5,90,4.0,21.0372649,105.7760404
658,79.0,235,4.0,21.0622561,105.7841145
659,60.8,152,2.0,21.0502392,105.7526914
660,35.5,144,4.0,21.0502392,105.7526914
661,37.5,144,4.0,21.0502392,105.7526914
662,59.0,144,4.0,21.0289957,105.7566889
663,130.0,260,4.0,21.0554083,105.7795961
664,51.5,125,2.0,10.8040516,106.6263463
665,71.9,160,28.0,21.0718111,105.7900863
666,43.0,148,11.0,21.0718111,105.7900863
667,5.5,45,3.0,15.9266657,107.9650855
668,9.0,57,1.0,15.9266657,107.9650855
669,59.0,81,5.0,21.0474387,105.7633714
670,8.9,52,8.0,15.9266657,107.9650855
672,9.8,58,3.0,21.0901421,105.764348
673,11.5,59,13.0,21.0827238,105.7335641
674,8.9,40,4.0,21.0598122,105.7455082
675,9.2,54,3.0,21.0598122,105.7455082
676,6.9,45,3.0,21.0901421,105.764348
677,5.9,45,3.0,21.0901421,105.764348
678,1.25,29,1.0,21.0502392,105.7526914
679,7.3,43,4.0,15.9266657,107.9650855
680,6.55,40,4.0,15.9266657,107.9650855
681,10.5,50,4.0,21.0598122,105.7455082
682,4.0,85,3.0,21.0622561,105.7841145
683,15.0,77,20.0,21.0931473,105.7733983
684,24.8,90,17.0,21.0718111,105.7900863
685,13.5,60,15.0,21.0718111,105.7900863
686,19.5,70,5.0,21.0372649,105.7760404
687,13.8,78,6.0,21.0718111,105.7900863
688,8.6,31,3.0,21.0718111,105.7900863
689,16.0,42,4.0,21.0718111,105.7900863
690,14.0,63,17.0,21.0502392,105.7526914
691,17.0,52,10.0,21.0474387,105.7633714
692,28.5,125,5.0,21.0669503,105.7791
693,25.0,90,3.0,21.0669503,105.7791
694,11.2,54,2.0,21.0520091,105.7362606
695,11.9,60,2.0,21.0474387,105.7633714
696,5.5,35,4.0,21.0827238,105.7335641
697,11.3,65,10.0,21.0669503,105.7791
698,17.4,55,3.0,21.0669503,105.7791
699,7.9,36,3.0,21.0926799,105.781169
700,18.0,70,16.0,21.0718111,105.7900863
701,18.5,80,20.0,21.0931473,105.7733983
702,26.6,60,5.0,21.0622561,105.7841145
703,13.5,45,3.0,21.0474387,105.7633714
704,34.0,90,27.0,21.0289957,105.7566889
705,27.8,80,6.0,21.0474387,105.7633714
706,23.0,135,35.0,21.0520091,105.7362606
707,15.9,85,18.0,21.0474387,105.7633714
708,10.5,100,4.0,21.0901421,105.764348
709,18.8,70,15.0,21.0525577,105.7854422
710,9.2,57,9.0,21.0622561,105.7841145
711,6.9,45,4.0,21.0901421,105.764348
712,7.4,40,4.0,21.0598122,105.7455082
713,15.9,52,4.0,21.0372649,105.7760404
714,29.0,150,42.0,21.0520091,105.7362606
715,9.3,38,4.0,21.0643381,105.8062335
716,7.5,37,3.0,21.0617089,105.7769669
717,19.0,200,4.0,21.0474387,105.7633714
718,8.4,38,4.0,21.0372649,105.7760404
719,8.9,40,4.0,21.0474387,105.7633714
720,23.8,100,28.0,21.0718111,105.7900863
721,15.6,50,1.0,21.0474387,105.7633714
723,15.6,50,1.0,21.0474387,105.7633714
724,19.5,73,2.0,21.0669503,105.7791
725,69.0,155,29.0,21.0718111,105.7900863
726,33.9,123,21.0,17.4703859,106.6084716
727,7.45,50,3.0,21.0926799,105.781169
728,5.4,31,4.0,21.0931473,105.7733983
729,7.4,31,4.0,21.0931473,105.7733983
730,9.45,50,2.0,21.0669503,105.7791
731,8.45,76,2.0,10.7282649,106.7126125
732,34.5,222,5.0,21.0931473,105.7733983
733,8.5,55,2.0,21.0854028,105.780628
734,8.35,79,2.0,21.0931473,105.7733983
735,9.65,63,2.0,21.0718111,105.7900863
736,9.8,62,2.0,21.0622561,105.7841145
737,8.45,77,2.0,10.7282649,106.7126125
738,9.3,73,1.0,21.0781131,105.7459838
739,19.95,109,3.0,21.0669503,105.7791
740,6.95,45,2.0,17.4703859,106.6084716
741,13.95,78,2.0,21.0718111,105.7900863
742,13.95,94,3.0,21.0926799,105.781169
743,11.2,52,2.0,21.0718111,105.7900863
744,5.1,40,2.0,21.0863971,105.7714022
745,8.45,51,2.0,21.0931473,105.7733983
746,8.5,43,2.0,21.0926799,105.781169
747,6.3,52,2.0,21.0863971,105.7714022
748,8.9,55,2.0,21.0622561,105.7841145
749,8.4,50,2.0,21.0931473,105.7733983
750,9.9,70,2.0,21.0931473,105.7733983
751,10.3,56,2.0,21.0931473,105.7733983
752,10.1,50,9.0,21.0669503,105.7791
753,8.45,62,4.0,21.0926799,105.781169
754,9.75,70,2.0,21.0832462,105.7811303
755,9.8,68,2.0,21.0877222,105.7854689
756,9.7,71,4.0,21.0877222,105.7854689
757,9.65,68,2.0,21.0832462,105.7811303
758,8.0,50,4.0,21.0931473,105.7733983
759,9.65,68,3.0,21.0622561,105.7841145
760,11.0,65,8.0,21.0669503,105.7791
761,14.5,96,2.0,21.0718111,105.7900863
762,5.6,60,2.0,21.0669503,105.7791
763,7.8,40,7.0,21.0905423,105.7890978
764,7.55,40,2.0,21.0718111,105.7900863
765,8.8,65,2.0,17.4703859,106.6084716
766,9.35,50,4.0,10.7282649,106.7126125
767,12.95,70,4.0,21.0931473,105.7733983
768,9.75,65,4.0,21.0718111,105.7900863
769,22.95,60,4.0,21.0447383,105.7848119
770,9.6,60,4.0,21.0931473,105.7733983
771,11.9,56,5.0,21.0718111,105.7900863
772,8.9,45,6.0,17.4703859,106.6084716
773,8.9,41,6.0,17.4703859,106.6084716
774,32.95,116,4.0,21.0718111,105.7900863
775,13.25,65,12.0,17.4703859,106.6084716
776,24.85,96,6.0,21.0718111,105.7900863
777,13.2,65,12.0,17.4703859,106.6084716
778,17.45,86,4.0,21.0718111,105.7900863
779,24.95,96,6.0,21.0718111,105.7900863
780,5.85,40,4.0,21.0930117,105.7362692
781,9.65,54,6.0,21.0926799,105.781169
782,13.9,54,8.0,21.0669503,105.7791
783,7.55,50,4.0,21.0525577,105.7854422
784,13.25,64,10.0,17.4703859,106.6084716
785,10.5,99,2.0,21.0839692,105.739964
786,10.95,80,3.0,21.0718111,105.7900863
787,11.45,75,3.0,21.0832462,105.7811303
788,11.5,70,4.0,21.0926799,105.781169
789,10.95,57,1.0,21.0931473,105.7733983
790,43.85,218,5.0,17.4703859,106.6084716
791,8.25,35,4.0,21.0905423,105.7890978
792,7.45,32,3.0,21.0905423,105.7890978
793,8.95,45,6.0,21.0778369,105.7776657
794,10.9,50,6.0,21.0694128,105.7725442
795,10.65,70,4.0,21.0931473,105.7733983
796,18.45,112,2.0,21.0669503,105.7791
797,7.4,32,3.0,21.0669503,105.7791
798,8.05,48,4.0,21.0931473,105.7733983
799,13.65,61,15.0,21.0669503,105.7791
800,65.0,114,4.0,20.8209369,106.7606821
801,20.9,88,30.0,21.0400774,105.7988403
802,12.2,39,6.0,21.03585,105.8032073
803,91.9,307,5.0,16.0209559,108.2085932
804,23.0,60,6.0,20.9952515,105.8000117
805,24.0,75,5.0,21.0105529,105.7996738
806,6.1,62,2.0,21.0184055,105.7988808
807,10.0,41,3.0,20.9441526,105.7227042
808,24.0,70,5.0,21.0447993,105.7863721
809,16.0,47,5.0,21.0381349,105.7759476
810,22.8,40,5.0,20.9657586,105.7704872
811,54.0,204,5.0,15.8847454,108.3698181
812,12.0,40,4.0,21.0300836,105.8018147
814,25.9,100,36.0,21.034388,105.7838262
815,4.68,50,2.0,21.1386811,105.9686796
816,5.65,46,2.0,21.0482874,105.7955712
817,7.3,96,3.0,21.0372649,105.7760404
818,8.1,90,3.0,21.0300836,105.8018147
819,5.99,71,2.0,21.0268165,105.7678484
820,5.25,46,1.0,21.0482874,105.7955712
821,13.85,38,3.0,21.0372649,105.7760404
822,14.7,65,2.0,21.0430046,105.8052864
823,23.0,65,5.0,20.9952515,105.8000117
824,9.5,32,4.0,21.0622561,105.7841145
825,51.0,150,1.0,21.0306398,105.7856837
826,22.7,70,4.0,21.0300836,105.8018147
827,38.6,100,22.0,15.8847454,108.3698181
828,91.9,310,5.0,16.0209559,108.2085932
829,12.19,38,6.0,21.035036,105.8000542
830,6.6,63,3.0,21.0371031,105.7919194
831,17.8,53,15.0,21.0300836,105.8018147
832,21.8,65,6.0,21.0300836,105.8018147
833,32.0,90,4.0,21.0230245,105.7789784
834,22.0,68,2.0,21.0300836,105.8018147
835,18.5,55,5.0,21.043455,105.7993776
836,16.8,42,2.0,21.0379104,105.7859891
837,5.75,62,2.0,21.0371031,105.7919194
839,19.0,52,4.0,21.035036,105.8000542
840,27.5,55,10.0,21.0447993,105.7863721
841,48.0,95,20.0,21.0420249,105.8025152
842,10.0,42,4.0,21.036538,105.7812297
843,11.0,35,4.0,21.0622561,105.7841145
844,15.0,48,4.0,21.034388,105.7838262
845,8.0,42,3.0,21.0413967,105.7778717
846,8.0,38,3.0,21.0372649,105.7760404
847,7.0,34,3.0,20.9441526,105.7227042
848,7.0,33,3.0,21.0622561,105.7841145
849,37.0,110,15.0,21.0300836,105.8018147
850,10.9,55,4.0,21.0324885,105.7886716
851,9.0,50,5.0,21.0306398,105.7856837
852,48.0,90,5.0,21.0340901,105.79751
853,89.0,140,4.0,16.0487929,108.2360851
854,12.1,39,4.0,21.03585,105.8032073
855,5.3,60,2.0,20.9389472,106.3121426
856,21.0,63,6.0,21.022965,105.7903065
857,89.0,136,6.0,16.0487929,108.2360851
858,28.5,70,10.0,21.0381349,105.7759476
859,19.5,105,7.0,21.0541531,105.7872517
860,25.5,45,4.0,10.7576754,106.7891795
861,31.5,64,5.0,21.1386811,105.9686796
862,19.0,60,4.0,20.9657586,105.7704872
863,27.8,60,7.0,21.022965,105.7903065
864,24.5,45,5.0,21.0372649,105.7760404
865,19.0,52,4.0,21.0482874,105.7955712
866,37.0,90,3.0,21.0340901,105.79751
867,36.0,65,8.0,21.1386811,105.9686796
868,20.0,55,4.0,21.043455,105.7993776
869,22.0,55,6.0,21.1386811,105.9686796
870,17.8,35,2.0,20.4890064,105.9505716
871,28.0,69,8.0,21.0381349,105.7759476
872,5.7,63,2.0,16.0867008,108.1537812
873,10.9,40,4.0,21.0372649,105.7760404
874,445.0,520,86.0,10.7576754,106.7891795
875,66.0,139,1.0,21.022965,105.7903065
876,9.6,33,3.0,20.9441526,105.7227042
877,88.0,180,5.0,19.9915026,105.8452153
878,13.2,48,4.0,21.0430046,105.8052864
879,8.0,40,4.0,21.0105529,105.7996738
880,17.2,60,15.0,21.0300836,105.8018147
881,19.0,85,4.0,21.0300836,105.8018147
882,6.59,68,3.0,21.0482874,105.7955712
883,11.5,111,3.0,21.022965,105.7903065
884,20.0,60,16.0,21.0622561,105.7841145
885,55.0,142,3.0,21.0541531,105.7872517
886,79.0,120,4.0,21.0100453,105.8105522
887,15.5,49,4.0,21.0105529,105.7996738
888,20.0,69,6.0,21.0306398,105.7856837
889,110.0,150,3.0,21.0324111,105.787178
890,160.0,235,18.0,21.0372444,105.8061271
891,64.0,112,3.0,21.0438608,105.7917245
892,22.0,48,12.0,21.0430046,105.8052864
893,24.0,56,16.0,21.03585,105.8032073
894,39.0,122,32.0,20.9657586,105.7704872
895,44.0,136,32.0,21.0417679,105.7827528
896,45.0,145,32.0,21.0324885,105.7886716
897,48.0,155,32.0,21.0438608,105.7917245
898,95.0,355,5.0,21.022965,105.7903065
899,93.0,320,6.0,16.0209559,108.2085932
900,90.0,340,6.0,18.5178861,105.427962
901,74.0,140,34.0,21.034388,105.7838262
902,46.0,125,5.0,21.1386811,105.9686796
903,70.0,140,38.0,21.0324111,105.787178
904,72.0,132,34.0,21.034388,105.7838262
905,100.0,270,8.0,21.0324885,105.7886716
906,172.0,400,7.0,13.7874638,109.1479799
907,56.0,120,7.0,21.1386811,105.9686796
908,10.8,88,6.0,15.8847454,108.3698181
909,16.2,52,6.0,21.0300836,105.8018147
910,17.7,95,7.0,21.022965,105.7903065
911,41.0,216,4.0,21.1386811,105.9686796
912,21.0,75,7.0,10.7576754,106.7891795
913,10.8,50,9.0,21.036538,105.7812297
914,15.0,73,7.0,21.1386811,105.9686796
915,43.0,70,6.0,21.0105529,105.7996738
916,9.0,47,8.0,21.0420249,105.8025152
917,6.77,67,2.0,15.8847454,108.3698181
918,6.3,37,3.0,13.7874638,109.1479799
919,9.6,93,4.0,13.7874638,109.1479799
920,9.9,47,6.0,21.0541531,105.7872517
921,7.15,48,5.0,13.7874638,109.1479799
922,6.5,47,3.0,21.0420249,105.8025152
923,6.5,52,3.0,21.0300836,105.8018147
924,10.0,50,2.0,15.8847454,108.3698181
925,15.0,60,5.0,20.9441526,105.7227042
926,8.1,38,3.0,21.0300836,105.8018147
927,7.7,65,9.0,20.9441526,105.7227042
928,9.9,45,6.0,13.7874638,109.1479799
929,9.5,115,12.0,21.0324885,105.7886716
930,13.5,60,6.0,20.8209369,106.7606821
931,79.0,263,6.0,21.0300836,105.8018147
932,180.0,292,9.0,21.1386811,105.9686796
933,7.2,45,4.0,21.0300836,105.8018147
934,13.9,46,5.0,21.0105529,105.7996738
935,11.9,65,12.0,21.0300836,105.8018147
936,7.5,60,4.0,21.0300836,105.8018147
937,47.0,150,30.0,21.1386811,105.9686796
938,7.0,33,3.0,21.0420249,105.8025152
939,4.95,36,4.0,21.022965,105.7903065
940,11.5,78,11.0,21.0300836,105.8018147
941,5.5,43,4.0,21.0173887,105.8025413
942,6.85,50,6.0,20.9441526,105.7227042
943,33.0,75,8.0,21.0105529,105.7996738
944,8.15,58,6.0,21.03585,105.8032073
945,6.8,51,3.0,15.8847454,108.3698181
946,45.0,200,6.0,21.0421915,105.7955855
947,28.0,130,16.0,21.0105529,105.7996738
948,9.9,110,4.0,21.0300836,105.8018147
949,15.9,130,10.0,21.0300836,105.8018147
950,5.95,36,5.0,21.0300836,105.8018147
951,43.0,145,4.0,21.022965,105.7903065
952,24.0,73,6.0,11.2822212,106.3604417
953,6.5,45,4.0,21.0324885,105.7886716
954,7.2,54,6.0,21.0300836,105.8018147
955,6.0,40,4.0,21.0300836,105.8018147
956,6.8,56,4.0,21.022965,105.7903065
957,56.0,204,6.0,21.1386811,105.9686796
958,7.6,51,6.0,21.0300836,105.8018147
966,7.9,100,3.0,16.0658826,108.1036551
967,7.9,100,3.0,16.0658826,108.1036551
968,95.0,320,6.0,16.0209559,108.2085932
969,88.0,335,6.0,10.7628882,106.6793099
970,158.0,1400,5.0,21.0105529,105.7996738
971,128.0,235,18.0,21.0622561,105.7841145
972,68.0,114,3.0,11.2822212,106.3604417
973,118.0,235,4.0,21.035036,105.8000542
974,182.0,247,18.0,21.03585,105.8032073
975,180.0,338,2.0,21.0063394,105.8019797
976,88.0,146,16.0,10.7576754,106.7891795
977,93.0,158,24.0,21.0042397,105.7959411
978,95.0,156,18.0,15.9946076,108.2330772
979,60.0,93,9.0,21.0324885,105.7886716
980,51.0,88,5.0,21.0379104,105.7859891
981,73.0,126,7.0,21.0622561,105.7841145
982,39.0,89,5.0,21.0230245,105.7789784
983,115.0,168,8.0,21.0438608,105.7917245
984,55.0,97,5.0,15.9946076,108.2330772
985,58.0,102,3.0,21.0100453,105.8105522
986,45.0,97,2.0,10.8266149,106.6874711
987,58.0,116,6.0,16.0658826,108.1036551
988,44.0,82,5.0,21.0371031,105.7919194
989,77.0,138,5.0,10.240871,105.9011283
990,63.0,99,6.0,21.036538,105.7812297
992,111.0,246,4.0,21.0622561,105.7841145
993,156.0,280,10.0,21.0230245,105.7789784
994,111.0,185,13.0,21.0421915,105.7955855
995,161.0,303,9.0,21.0438608,105.7917245
996,45.0,82,3.0,21.0042397,105.7959411
997,133.0,259,4.0,21.0100453,105.8105522
998,150.0,260,2.0,21.144441,106.0904748
999,71.0,112,3.0,21.022965,105.7903065
1000,163.0,280,7.0,21.0324111,105.787178
1001,113.0,171,9.0,15.9946076,108.2330772
1002,46.0,88,8.0,21.0409801,105.7905624
1003,56.0,98,4.0,21.0306398,105.7856837
1004,145.0,259,10.0,16.0004904,108.2054768
1006,157.0,229,3.0,11.2822212,106.3604417
1007,164.0,292,3.0,21.0300836,105.8018147
1008,66.0,110,16.0,21.036538,105.7812297
1009,71.0,125,8.0,21.0379104,105.7859891
1010,81.0,155,8.0,21.0324885,105.7886716
1011,95.0,165,18.0,11.2822212,106.3604417
1012,50.0,89,4.0,16.0595822,108.2121456
1013,103.0,191,14.0,21.0372444,105.8061271
1014,47.0,83,6.0,21.0063394,105.8019797
1015,70.0,118,8.0,21.0324885,105.7886716
1016,220.0,391,6.0,10.240871,105.9011283
1017,150.0,239,6.0,21.0371031,105.7919194
1018,115.0,195,45.0,21.0324111,105.787178
1019,89.0,146,18.0,21.0306398,105.7856837
1020,95.0,168,14.0,21.0420249,105.8025152
1021,97.0,189,9.0,21.0340901,105.79751
1022,77.0,143,15.0,21.0042397,105.7959411
1023,82.0,158,6.0,21.0100453,105.8105522
1024,105.0,175,12.0,10.8266149,106.6874711
1025,230.0,390,16.0,16.0658826,108.1036551
1026,51.0,89,5.0,21.0417679,105.7827528
1027,75.0,112,7.0,21.0300836,105.8018147
1028,56.0,96,3.0,21.0324885,105.7886716
1029,146.0,259,3.0,21.0379104,105.7859891
1030,117.0,200,20.0,21.0447993,105.7863721
1031,75.0,134,10.0,21.0379104,105.7859891
1032,90.0,152,18.0,21.0421915,105.7955855
1033,138.0,205,18.0,21.6027996,104.5077132
1034,136.0,183,18.0,21.0340901,105.79751
1035,71.0,125,18.0,21.0420249,105.8025152
1036,173.0,250,10.0,15.9919629,108.2120177
1037,177.0,268,6.0,21.0042397,105.7959411
1038,138.0,206,11.0,21.0105529,105.7996738
1039,62.0,96,8.0,15.9946076,108.2330772
1040,54.0,109,4.0,21.1386811,105.9686796
1041,56.0,145,32.0,21.144441,106.0904748
1042,58.0,156,32.0,10.8266149,106.6874711
1043,95.0,168,9.0,16.0004904,108.2054768
1044,260.0,424,11.0,21.0268165,105.7678484
1045,97.0,146,9.0,11.2822212,106.3604417
1047,120.0,195,9.0,21.043455,105.7993776
1048,96.0,155,9.0,21.0482874,105.7955712
1049,111.0,163,9.0,21.6027996,104.5077132
1050,112.0,170,9.0,21.0420249,105.8025152
1051,999.0,1688,24.0,21.0306398,105.7856837
1052,310.0,550,11.0,21.0300836,105.8018147
1053,97.0,148,9.0,21.0332963,105.7921127
1054,124.0,177,9.0,21.0324885,105.7886716
1055,158.0,225,9.0,15.9946076,108.2330772
1056,280.0,410,11.0,21.0482874,105.7955712
1057,158.0,273,9.0,21.0482874,105.7955712
1058,168.0,240,10.0,21.0420249,105.8025152
1059,156.0,225,9.0,21.0438608,105.7917245
1060,168.0,416,25.0,15.9946076,108.2330772
1061,120.0,222,9.0,21.03585,105.8032073
1062,158.0,237,9.0,21.035036,105.8000542
1063,180.0,300,11.0,21.0306398,105.7856837
1064,250.0,500,12.0,16.0595822,108.2121456
1065,195.0,333,10.0,21.0100453,105.8105522
1066,239.0,400,10.0,21.0042397,105.7959411
1067,152.0,265,11.0,10.7576754,106.7891795
1068,183.0,300,10.0,21.1966852,106.102791
1069,220.0,360,11.0,21.022965,105.7903065
1070,155.5,191,10.0,15.9946076,108.2330772
1071,200.0,488,9.0,10.8266149,106.6874711
1072,279.0,360,13.0,16.0658826,108.1036551
1073,195.0,348,11.0,10.240871,105.9011283
1074,200.0,380,11.0,21.0332963,105.7921127
1075,95.0,152,9.0,21.034388,105.7838262
1076,75.0,116,9.0,16.0222152,108.2088912
1077,390.0,718,11.0,21.0447993,105.7863721
1078,260.0,460,11.0,21.0409801,105.7905624
1079,180.0,290,9.0,16.0487929,108.2360851
1080,77.0,123,9.0,21.0413967,105.7778717
1081,66.0,171,36.0,20.9441526,105.7227042
1082,65.0,112,10.0,16.0867008,108.1537812
1083,36.0,65,6.0,21.0112584,105.8045139
1084,13.4,60,2.0,21.0340901,105.79751
1085,25.8,60,2.0,16.0487929,108.2360851
1086,33.5,86,3.0,21.022965,105.7903065
1088,25.0,55,4.0,21.0205577,105.7952467
1089,20.8,50,3.0,17.5060954,106.5912406
1090,34.0,95,2.0,21.0413967,105.7778717
1091,19.0,35,7.0,21.0622561,105.7841145
1092,43.0,82,4.0,21.0155394,105.7999301
1093,37.0,65,6.0,21.0372649,105.7760404
1094,29.8,70,5.0,21.0381349,105.7759476
1095,27.0,45,3.0,15.8847454,108.3698181
1096,26.0,50,3.0,21.0447993,105.7863721
1097,39.5,102,5.0,21.0541531,105.7872517
1098,160.0,209,2.0,21.0300836,105.8018147
1099,169.0,160,5.0,21.1386811,105.9686796
1100,42.5,80,3.0,21.036538,105.7812297
1101,33.0,60,8.0,20.8209369,106.7606821
1102,45.0,80,7.0,21.1386811,105.9686796
1103,11.5,35,3.0,21.0381349,105.7759476
1104,45.9,121,4.0,21.022965,105.7903065
1105,40.5,92,25.0,21.03585,105.8032073
1106,21.7,42,6.0,21.0417679,105.7827528
1107,17.999,51,1.0,21.022965,105.7903065
1108,20.5,57,6.0,21.0420249,105.8025152
1109,29.0,80,5.0,21.0417679,105.7827528
1110,21.6,42,4.0,21.0417679,105.7827528
1111,26.0,66,6.0,21.0447993,105.7863721
1112,35.0,72,6.0,16.0658826,108.1036551
1113,9.55,41,7.0,21.0300836,105.8018147
1114,26.8,54,5.0,21.1386811,105.9686796
1115,9.55,41,7.0,21.0300836,105.8018147
1116,6.2,46,2.0,21.0298996,105.7753228
1117,12.4,37,4.0,21.036538,105.7812297
1118,7.9,33,3.0,20.9441526,105.7227042
1119,20.6,50,4.0,21.043455,105.7993776
1120,24.0,70,5.0,21.044355,105.7853746
1121,29.5,67,6.0,21.1386811,105.9686796
1122,10.9,35,4.0,15.8847454,108.3698181
1123,13.8,42,5.0,21.036538,105.7812297
1124,26.2,100,5.0,21.0372649,105.7760404
1125,28.5,100,5.0,21.0372649,105.7760404
1126,43.0,80,6.0,21.022965,105.7903065
1127,16.5,50,5.0,21.0381349,105.7759476
1128,19.5,50,3.0,21.043455,105.7993776
1129,8.0,50,2.0,21.0413967,105.7778717
1130,11.0,30,3.0,21.0541531,105.7872517
1131,16.5,42,3.0,21.036538,105.7812297
1132,43.9,205,5.0,15.8847454,108.3698181
1133,20.0,42,6.0,21.0417679,105.7827528
1134,9.5,32,3.0,21.0300836,105.8018147
1135,17.0,40,3.0,21.1386811,105.9686796
1136,7.6,33,2.0,15.8847454,108.3698181
1137,30.0,80,10.0,10.7576754,106.7891795
1138,46.0,60,3.0,15.8847454,108.3698181
1139,8.0,50,2.0,21.0413967,105.7778717
1140,7.5,35,3.0,21.0298996,105.7753228
1141,4.95,27,2.0,21.0372649,105.7760404
1142,19.0,80,6.0,21.1386811,105.9686796
1143,17.5,45,2.0,16.0487929,108.2360851
1144,26.0,70,17.0,21.0413967,105.7778717
1145,15.5,45,3.0,16.0487929,108.2360851
1146,73.0,121,8.0,21.0324885,105.7886716
1147,18.6,60,3.0,21.0381349,105.7759476
1148,9.0,37,3.0,15.8847454,108.3698181
1149,7.0,40,2.0,21.0622561,105.7841145
1150,11.3,36,4.0,21.036538,105.7812297
1151,8.0,33,3.0,21.0372649,105.7760404
1152,7.5,30,4.0,13.7874638,109.1479799
1153,12.5,40,6.0,21.036538,105.7812297
1154,11.5,36,3.0,21.036538,105.7812297
1155,9.5,38,4.0,21.0300836,105.8018147
1156,9.8,40,7.0,21.036538,105.7812297
1157,26.0,100,3.0,21.1386811,105.9686796
1158,21.0,90,20.0,21.0413967,105.7778717
1159,13.6,48,3.0,21.0105529,105.7996738
1160,17.5,50,6.0,21.0417679,105.7827528
1161,96.0,161,5.0,15.8847454,108.3698181
1162,45.5,96,3.0,21.1386811,105.9686796
1163,51.0,82,1.0,21.0340901,105.79751
1164,56.0,95,5.0,16.0595822,108.2121456
1165,15.5,45,3.0,16.0487929,108.2360851
1166,7.9,33,3.0,20.9441526,105.7227042
1167,42.0,80,6.0,21.022965,105.7903065
1168,7.0,30,2.0,21.03585,105.8032073
1169,9.8,40,7.0,21.034388,105.7838262
1170,13.3,50,6.0,21.0324885,105.7886716
1171,10.5,34,4.0,21.0622561,105.7841145
1172,25.0,50,5.0,21.1386811,105.9686796
1173,16.8,50,6.0,21.0381349,105.7759476
1174,8.9,43,3.0,21.034388,105.7838262
1175,38.5,140,5.0,21.0300836,105.8018147
1176,43.0,90,16.0,21.03585,105.8032073
1177,16.5,45,6.0,21.0482874,105.7955712
1178,26.5,60,7.0,21.1386811,105.9686796
1179,8.1,30,3.0,21.0372649,105.7760404
1180,10.3,51,5.0,21.0372649,105.7760404
1181,20.0,58,3.0,21.0420249,105.8025152
1183,22.4,46,4.0,21.0300836,105.8018147
1184,18.4,53,14.0,21.0300836,105.8018147
1186,18.8,50,6.0,21.0340901,105.79751
